id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
267,27,Peja,Kosovo,Hotel - Zenel Bey Tower,"{'Location': ['Peja, Kosovo - 17 km from High Decani Monastery'], 'Facilities & Services:': ['Free Wi-Fi, 24-hour front desk, and room service ,Restaurant, bar, and sauna ,Terrace with city and mountain views ,Family-friendly rooms'], 'Rooms:': ['Air-conditioned rooms with private bathrooms ,Flat-screen TV with satellite channels, Desk, wardrobe, and hairdryer'], 'Nearby Attractions:': ['Pristina International Airport – 70 km', 'Ethnological Museum Peja – 600 m', 'Mirusha Waterfalls – 38 km']}","A hotel with traditional architecture, offering modern comforts, ideal for a cultural and relaxing stay in Peja.",42.6609581,20.2829537,https://maps.app.goo.gl/VCystCd1UtRULx4d9,hotel,2025-01-30T13:37:45.000000Z
266,27,Peja,Kosovo,Drin's Ujevara resort,"{'Location': ['Peja, Kosovo - 28 km from High Decani Monastery'], ' Facilities & Services:': ['Free Wi-Fi and parking ,24-hour front desk and room service, Restaurant and bar ,Business center, Garden and terrace.'], 'Facilities & Services:': ['Free Wi-Fi and parking ,24-hour front desk and room service, Restaurant and bar ,Business center, Garden and terrace.'], 'Rooms': ['Air-conditioned rooms with private bathrooms ,Flat-screen TV with satellite channels, Seating area.'], 'Nearby Attractions:': ['Ethnological Museum Peja – 11 km', 'Mirusha Waterfalls – 43 km', 'Pristina International Airport – 75 km']}","A relaxing resort with modern amenities, ideal for nature lovers and a peaceful getaway.",42.7379689,20.3066705,https://maps.app.goo.gl/Ztjg2xVm2Wh8uk6LA,hotel,2025-01-30T13:09:53.000000Z
192,25,PRISTINA,Kosovo,The Great Mosque of Pristina,"{'The Great Mosque of Pristina': ['The Great Mosque of Pristina, also known as the Sultan Mehmet Fatih Mosque, is one of the most important historical and religious landmarks in Kosovo’s capital. Built during the Ottoman period, this mosque remains a vital place of worship and a stunning example of Islamic architecture in the Balkans.'], 'History and Construction': [""The mosque was built in 1461 by Sultan Mehmet II (Mehmet the Conqueror), the same Ottoman ruler who led the conquest of Constantinople. It has stood for centuries as a symbol of Pristina's Islamic heritage and Ottoman influence in the region.""], 'Architectural Features': ['The mosque showcases traditional Ottoman architecture, with a large central dome, elegant arches, and intricate calligraphy on its interior walls.', ""The tall minaret is a defining feature, offering a commanding presence in the city's skyline."", 'Inside, visitors can admire the beautifully painted ceiling and floral motifs, which reflect the artistic style of the Ottoman period.'], 'Visiting the Mosque': ['Best Time to Visit: Early mornings or afternoons to avoid prayer times.', 'Location: City center of Pristina, close to other historical sites.', 'Open to Visitors: Tourists are welcome, but respectful attire is required.']}","The Great Mosque of Pristina is a must-see for history enthusiasts, architecture lovers, and those interested in exploring Kosovo’s diverse cultural and religious heritage.",42.6669796,21.1644735,https://maps.app.goo.gl/mubFCkBbvAmrCeGJA,tourist place,2025-01-30T12:22:37.000000Z
185,24,Prizren,Kosovo,Mirosha waterfall,"{'Location and Scenery': ['Mirusha Waterfalls are located in central Kosovo, between the cities of Gjakova and Klina, and are considered one of the most stunning natural attractions in the country. The waterfalls consist of multiple cascading levels, where water flows down from various heights, forming beautiful natural pools.'], 'Breathtaking Nature and Landscape': ['The Mirusha area stretches along the Mirusha River, surrounded by magnificent rock formations and natural caves, making it an ideal destination for adventure lovers and explorers. The region is known for its wild and unspoiled beauty, offering visitors a chance to walk through rocky trails and cliffs, capturing the most stunning views of the landscape.'], 'Tourist Activities': ['Relaxing in the great outdoors and soaking in the tranquil atmosphere.', 'Rock climbing and cave exploration for those seeking adventure.', 'Hiking along the scenic mountain trails while admiring the breathtaking views.', 'Swimming in the natural pools that form beneath the waterfalls.'], 'Wildlife and Vegetation': ['The area is home to a diverse range of flora and fauna, with unique trees and rare plants, as well as various birds and wild animals, making it a great spot for nature and photography enthusiasts.']}",The Pearl of Nature in Kosovo,42.5241999,20.5803159,https://maps.app.goo.gl/eDFXPwnKZkFwjKsd7,tourist place,2025-01-30T11:48:43.000000Z
265,24,Prizren,Kosovo,Adler Hotel,"{'Location': ['Situated within a 4-minute walk of the Sinan Pasha Mosque and approximately 800 meters from the Albanian League of Prizren Museum, the hotel provides easy access to key cultural and historical sites in the city.'], 'Facilities & Services:': ['Amenities: Free Wi-Fi, air conditioning, and a fully-equipped kitchen.', 'Activities: Hiking opportunities nearby.', 'Services: 24-hour front desk and room service.', 'Additional Services: Access to a shared lounge, garden, and terrace with city and mountain views.'], 'Rooms': ['Apartment Features: The apartment includes 2 bedrooms, a flat-screen TV with cable channels, a fully-equipped kitchen (with fridge, dishwasher, and other amenities), and a private bathroom. Each unit has a balcony with city views and a mountain-facing patio.']}","A modern apartment offering comfortable and well-equipped accommodation with beautiful views of the city and mountains, perfect for guests seeking a peaceful stay with easy access to nearby landmarks.",42.208615,20.7352656,https://maps.app.goo.gl/LDex8s8P8fhjaU6E8,hotel,2025-01-29T23:10:21.000000Z
263,24,Prizren,Kosovo,Kalaja Apartment,"{'Location': ['Located in Prizren, just 400 meters from Kalaja Castle, Kalaja Apartment offers a charming stay with a view of the city and mountains, and is within walking distance of key attractions.'], 'Facilities & Services:': ['Activities: Hiking opportunities nearby for nature enthusiasts.', 'Amenities: Free Wi-Fi, air conditioning, and a fully-equipped kitchen.', 'Additional Services: Access to a shared lounge, garden, and a terrace with views of the city and mountains.'], 'Rooms': ['Apartment Features: The apartment includes a fully-equipped kitchen with a fridge, dishwasher, and shared bathroom with free toiletries. The units have a balcony with views of the city and a mountain-facing patio. The apartment is equipped with a flat-screen TV and comfortable seating area.']}",A modern apartment offers comfortable and well -equipped accommodations with beautiful views of the city and mountains.,42.2081867,20.737968,https://maps.app.goo.gl/dUJtuJnVcKhCvnVi8,hotel,2025-01-29T22:54:02.000000Z
262,24,Prizren,Kosovo,Nani Apartment,"{'Location': ['Located in Pristina, Nani Apartment is conveniently situated near local amenities, shops, and public transport options, making it an ideal choice for both short and long stays.'], 'Facilities & Services:': ['Amenities: Free Wi-Fi, air conditioning, and a fully-equipped kitchen.', 'Services: Airport shuttle service and 24-hour support.', 'Additional Services: Family-friendly, pet-friendly, and laundry services available.'], 'Rooms': ['Apartment Features: The apartment offers a modern living space with a fully-equipped kitchen (including a fridge, stove, and microwave), comfortable bedrooms, a private bathroom, and a living room with a flat-screen TV.']}",A cozy and well-equipped apartment that provides a comfortable stay with all necessary amenities for a relaxing visit to Pristina. Perfect for those seeking a home-like atmosphere in the city.,42.2107505,20.7406494,https://maps.app.goo.gl/feriCNsshpB3fCVM8,hotel,2025-01-29T22:43:18.000000Z
261,24,Prizren,Kosovo,Treva Hotel,"{'Location': ['Located in Pejë, Treva Hotel is 200 m from the Sinan Pasha Mosque and 700 m from Kalaja Castle, offering easy access to key cultural attractions in the city. It is 600 m from the Albanian League Museum and 400 m from Mahmet Pasha Hamam.'], 'Facilities & Services': ['Amenities: Free Wi-Fi, free private parking, air conditioning, terrace, and bar.', 'Services: 24-hour front desk and room service.', 'Additional Services: Airport transfer service available upon request.'], 'Rooms': ['Room Features: Air-conditioned rooms equipped with flat-screen TVs, private bathrooms with free toiletries and hairdryers, and a shower.', 'Kitchen Facilities: Some units feature a kitchen with a dishwasher, oven, and microwave.']}","A contemporary hotel offering comfortable rooms with modern amenities, perfect for exploring the historical landmarks of Peja.",42.2079976,20.7372022,https://maps.app.goo.gl/BtwBzSbbKHUFv8SM7,hotel,2025-01-29T22:29:15.000000Z
260,24,Prizren,Kosovo,Hotel Luna,"{'Location': ['Located in Pejë, Hotel Luna is 500 m from the Albanian League Museum in Peja. The hotel is 77 km from Pristina International Airport and offers airport transfer services.'], 'Facilities & Services:': ['Amenities: Free Wi-Fi, free private parking, garden, terrace, restaurant, and bar.', 'Services: 24-hour front desk, room service, and airport connections.', 'Additional Services: A selection of breakfast options including à la carte, Italian, and vegetarian dishes.'], 'Rooms': ['Room Features: Each room comes with air conditioning, a desk, a balcony with a city view, a flat-screen TV, a private bathroom, and wardrobe.', 'Bed Linen & Towels: Included.']}","A comfortable  hotel offering a convenient location, ideal for exploring Peja’s cultural landmarks.",42.2148064,20.7378851,https://maps.app.goo.gl/Reqtve7N2C1o26Kr5,hotel,2025-01-29T22:22:13.000000Z
259,27,Peja,Kosovo,Zen apartments Peja,"{'Location': ['Located in Peja, Zen Apartments Pejë is 19 km from Visoki Dečani Monastery and 37 km from Mirusha Waterfalls. It is also 3.1 km from the Ethnological Museum Peja.'], 'Facilities & Services:': ['Amenities: Free Wi-Fi, air conditioning, garden, and terrace with views of the garden.', 'Room Features: Each unit has a balcony for outdoor relaxation, a flat-screen TV with cable channels, a seating area, a well-equipped kitchen, and a private bathroom with a bathtub, hairdryer, and slippers.', 'Additional Services: Refrigerator, kettle, and other essential amenities.']}","Well-equipped apartments offering a tranquil stay with garden views, ideal for guests visiting Peja and nearby attractions.",42.6606819,20.2570192,https://maps.app.goo.gl/P5hzq1VV84xdoieLA,hotel,2025-01-29T22:01:20.000000Z
258,27,Peja,Kosovo,Hotel Apartments Ardy & Lala,"{'Location': ['Located in Peja, near the Ethnological Museum Peja, Hotel Apartments Ardi & Lala offers free Wi-Fi and free private parking. It is 16 km from Visoki Dečani Monastery and 39 km from Mirusha Waterfalls.'], 'Facilities & Services:': ['Amenities: Free Wi-Fi, free private parking, and a terrace.', 'Room Features: Air-conditioned units with a private bathroom, flat-screen TV, and a kitchen equipped with a refrigerator.', 'Additional Services: All units feature a balcony for outdoor relaxation.'], 'Rooms': ['Apartment Units: Each unit includes a balcony, air conditioning, a flat-screen TV, a private bathroom with a shower and hairdryer, and a kitchen with a fridge.']}","Conveniently located apartments in Peja, offering essential amenities and easy access to nearby attractions.",42.6571769,20.2887675,https://maps.app.goo.gl/sRYxYTkHsb1xJAvcA,hotel,2025-01-29T21:56:01.000000Z
257,27,Peja,Kosovo,White House Radac Peja,"{'Location': ['Located in Peja, Kosovo, White House Radac Peja is 28 km from Visoki Dečani Monastery and 43 km from Mirusha Waterfalls. It is also 11 km from the Ethnological Museum Peja.'], 'Facilities & Services:': ['Amenities: Free Wi-Fi, outdoor swimming pool, indoor pool, fitness center, and garden with mountain views.', 'Wellness: Sauna available for guests.', 'Additional Services: Shared lounge area and hiking opportunities nearby.'], 'Rooms': ['Some units feature a terrace with pool views, air conditioning, and a flat-screen TV with satellite channels.']}","A peaceful retreat in Peja, offering pools, a sauna, and scenic mountain views for a relaxing stay.",42.734285,20.3088916,https://maps.app.goo.gl/Sw1cejkfo2zoArxV8,hotel,2025-01-29T21:47:53.000000Z
256,26,Boge,Kosovo,Grandma's guesthouse,"{'Location': ['Situated in Kosovo, Bujtina e Gjyshes is 46 km from Visoki Dečani Monastery and 38 km from Plav Lake. It is also 30 km from the Ethnological Museum Peja and 48 km from Prokletije National Park.'], 'Facilities & Services:': ['Amenities: Free private parking, a garden, a terrace, and a balcony with mountain views.', 'Additional Services: Towels and bed linens provided.'], 'Rooms': ['Four-Bedroom Holiday Home: Features a fully equipped kitchen (with a refrigerator and dishwasher), a seating area, a flat-screen TV, and one bathroom with a shower.']}","A charming holiday home offering stunning mountain views, a peaceful garden, and a spacious terrace.",40.0718472,20.1358225,https://maps.app.goo.gl/94KeFb5AMM5ZJcqo9,hotel,2025-01-29T21:40:39.000000Z
255,27,Peja,Kosovo,Villa Malit Era,"{'Location': ['Located in Peja, Kosovo, Villa Era Malit is 19 km from Visoki Dečani Monastery and 40 km from Mirusha Waterfalls. It is also 3 km from the Ethnological Museum Peja.'], 'Facilities & Services': ['Amenities: Private swimming pool, free Wi-Fi, garden, and free private parking.', 'Activities: Hiking trails available nearby.', 'Additional Services: Airport shuttle service (extra charge).'], 'Rooms': ['Two-Bedroom Villa: Includes two bedrooms, a living room, a fully equipped kitchen (with a refrigerator), a bathroom with a bathtub, and a flat-screen TV.', 'Outdoor Space: Private terrace and balcony with garden views.'], 'Nearby Attractions': ['Ethnological Museum Peja – 3 km', 'High Decani Monastery - 12 miles', 'Mirusha Waterfalls – 40 km']}","A cozy villa with a private pool, offering a peaceful retreat surrounded by nature in Peja.",42.6637641,20.2566502,https://maps.app.goo.gl/t7sqY1YpPLYoT8u7A,hotel,2025-01-29T21:35:21.000000Z
254,27,Peja,Kosovo,Hotel Te Liqeni,"{'Location': ['Hotel Te Liqeni is situated in the village of Kuqishtë, within the Rugova region near Peja, Kosovo. Nestled amidst natural surroundings, it offers guests a serene mountain retreat.'], 'Facilities & Services:': ['Dining: On-site restaurant serving traditional local cuisine.', 'Amenities: Free Wi-Fi, garden, and terrace.', 'Additional Services: 24-hour front desk and free private parking.'], 'Rooms': ['Chalets: Separate units providing a rustic experience with modern comforts.', 'Family Room: Offers additional space suitable for families.', 'Standard Room: Equipped with heating, private bathroom, and mountain views.'], 'Nearby Attractions:': ['Peja City Center: Approximately 27 km from the hotel, offering cultural sites and shopping.', 'Rugova Canyon: A short drive away, ideal for hiking and sightseeing.']}",A tranquil mountain lodge offering traditional hospitality and easy access to Rugova's natural attractions.,42.6749801,20.0858345,https://maps.app.goo.gl/zCBLMP9SQZ1xVQUC7,hotel,2025-01-29T21:28:19.000000Z
252,27,Peja,Kosovo,Art Resort,"{'Location': ['Art Resort is located in Pejë, Kosovo, approximately 25 miles (40 km) from Plav Lake and 28 miles (45 km) from Visoki Dečani Monastery. The resort offers scenic mountain views and a tranquil environment.'], 'Facilities & Services': ['Dining: On-site restaurant serving local and international cuisine.', 'Amenities: Free Wi-Fi, garden, terrace, and barbecue facilities.', 'Additional Services: 24-hour front desk, room service, and free private parking.'], 'Rooms': ['Chalet: Features two bedrooms, a living area, a fully equipped kitchen, a private bathroom, and a balcony with mountain views.'], 'Nearby Attractions': ['High December Monastery: AROUND 45 km from the resort.', 'High December Monastery: AROUND 45 km from the resort.']}",A serene mountain retreat offering comfortable accommodations and modern amenities amidst the natural beauty of Pejë.,42.7390262,20.0516544,https://maps.app.goo.gl/YgatyDVoya8QcAxh7,hotel,2025-01-29T21:20:26.000000Z
251,26,Boge,Kosovo,Lisa guesthouses,"{'Location': ['Situated in Shkrel, Rugove, Kosovo, Bujtinat Lisa offers a tranquil retreat surrounded by stunning natural beauty.'], 'Facilities & Services': ['Dining: On-site restaurant serving local and international cuisine.', 'Amenities: Free Wi-Fi, garden, barbecue facilities, and a shared lounge.', 'Additional Services: 24-hour front desk, room service, and free private parking.'], 'Rooms': ['Standard Room: Equipped with air conditioning, flat-screen TV, and a private bathroom.', 'Deluxe Room: Offers additional space and enhanced amenities.', 'Suite: Features a separate living area and premium facilities.'], 'Nearby Attractions': ['High December Monastery: AROUND 44 km from the proporty.', 'Plav Lake: Approximately 43 km away.']}",A charming alpine retreat providing comfortable accommodations and modern amenities amidst the natural beauty of Rugove.,42.7403951,20.072748,https://maps.app.goo.gl/cdJJD6DnAYE55Yzr8,hotel,2025-01-29T20:56:59.000000Z
249,25,PRISTINA,Kosovo,Bentley Apartments,"{'Location': ['Located in Pristina, near Emin Gjiku Ethnographic Museum and Skanderbeg Statue, offering a central location for exploring the city.'], 'Facilities & Services': ['Dining: Self-catering apartments with a fully equipped kitchen.', 'Amenities: Free Wi-Fi, free private parking, and access to a hot tub.', 'Additional Services: 24-hour front desk, housekeeping, and laundry services.'], 'Rooms': ['Studio Apartment: Features a double bed, a kitchenette, flat-screen TV with satellite channels, and a private bathroom.', 'One-Bedroom Apartment: Includes a separate living area, bedroom, and a fully equipped kitchen.', 'Two-Bedroom Apartment: Spacious with a living room, kitchen, and additional amenities.'], 'Nearby Attractions': ['Kosovo Museum: 10-minute drive.', 'Sultan Fatih Mosque: 5 minutes by car.']}","Modern apartments offering a comfortable stay with scenic city and mountain views, perfect for guests who prefer self-catering accommodations.",21.1609037,-33.4606056,https://maps.app.goo.gl/rRfptZptfxM5HxH46,hotel,2025-01-29T20:11:59.000000Z
248,25,PRISTINA,Kosovo,Hotel Sirius,"{'Location': ['Located centrally in Pristina, just a 3-minute walk from the Parliament, government buildings, National Theatre, and Mother Teresa Square.'], 'Facilities & Services': ['Dining: Rooftop restaurant offering a unique view of the city, with an elegant atmosphere.', 'Amenities: Free Wi-Fi, lobby bar, and a snack bar.', 'Business Services: Conference halls and meeting rooms ideal for private meetings, conferences, and exhibitions.', 'Additional Services: 24-hour front desk, room service, daily newspaper, laundry, dry cleaning, and ironing services. Conference rooms with modern digital equipment for business meetings and events.'], 'Rooms': ['Suite: Offers a luxurious living area with premium amenities.', 'Deluxe Room: Includes enhanced amenities and more space for comfort.', 'Standard Room: Elegantly decorated with air conditioning, LCD TV, minibar, and safe.']}","A stylish hotel offering a blend of comfort, modern amenities, and a prime location for business and leisure travelers.",42.6617817,21.1627973,https://maps.app.goo.gl/hDJMq2KND7vw2Qdr7,hotel,2025-01-29T19:51:41.000000Z
247,25,PRISTINA,Kosovo,Ruby Hotel Prishtina,"{'Location': ['Located in the heart of Pristina, providing easy access to shopping, dining, and cultural attractions.'], 'Facilities & Services': ['Dining: On-site restaurant offering a variety of local and international dishes.', 'Amenities: Free Wi-Fi, fitness center, and a lounge area.', 'Additional Services: 24-hour front desk, room service, and free private parking.'], 'Rooms': ['Standard Room: Features air conditioning, flat-screen TV, safe, and a private bathroom.', 'City View Room: Offers a balcony with city views.', 'Superior Room: Includes more space, with additional comfort and amenities.'], 'Nearby Attractions': ['Mother Teresa Cathedral: 10-minute drive.', 'Emin Gjiku Ethnographic Museum: 5 minutes by car.', 'Scaner Statue: 10-Minute Walk.']}","A hotel offering modern amenities, a relaxing atmosphere, and a central location near Pristina's key attractions.",42.6546007,21.1648608,https://maps.app.goo.gl/LtdLfbpweKaLYDHe6,hotel,2025-01-29T19:38:29.000000Z
246,25,PRISTINA,Kosovo,Derand Hotel,"{'Location': ['Located in central Pristina, just a few minutes from the main attractions, shopping centers, and restaurants.'], 'Facilities & Services': ['Dining: On-site restaurant offering local and international dishes.', 'Amenities: Free Wi-Fi, private parking, and 24-hour front desk.', 'Additional Services: Room service and concierge services.'], 'Rooms': ['Standard Room: Features air conditioning, flat-screen TV, minibar, and private bathroom.', 'Superior Room: Includes additional space and luxury furnishings.', 'Suite: A spacious room with a living area, premium services, and a private bathroom with upgraded amenities.'], 'Nearby Attractions': ['Mother Teresa Square: 5-minute drive.', 'Kosovo Museum: 5 minutes by car.']}",A cozy hotel providing comfort and convenience with easy access to Pristina's main attractions.,42.6557188,21.1462951,https://maps.app.goo.gl/2UTDg5bNmEKAFDtNA,hotel,2025-01-29T19:25:23.000000Z
